project_id,effect_id,recipient_type,near_term_xrisk,neutral_t0,neutral_t1,neutral_t2,neutral_t3,neutral_t4,neutral_t5,upside_t0,upside_t1,upside_t2,upside_t3,upside_t4,upside_t5,downside_t0,downside_t1,downside_t2,downside_t3,downside_t4,downside_t5,combined_t0,combined_t1,combined_t2,combined_t3,combined_t4,combined_t5,dmreu_t0,dmreu_t1,dmreu_t2,dmreu_t3,dmreu_t4,dmreu_t5,wlu - low_t0,wlu - low_t1,wlu - low_t2,wlu - low_t3,wlu - low_t4,wlu - low_t5,wlu - moderate_t0,wlu - moderate_t1,wlu - moderate_t2,wlu - moderate_t3,wlu - moderate_t4,wlu - moderate_t5,wlu - high_t0,wlu - high_t1,wlu - high_t2,wlu - high_t3,wlu - high_t4,wlu - high_t5,ambiguity_t0,ambiguity_t1,ambiguity_t2,ambiguity_t3,ambiguity_t4,ambiguity_t5,ambiguity bilateral_t0,ambiguity bilateral_t1,ambiguity bilateral_t2,ambiguity bilateral_t3,ambiguity bilateral_t4,ambiguity bilateral_t5
sentinel_bio,effect_human_lives_extinction,human_life_years,False,1361.7526155507487,13297.650916482016,60005.3237734272,668047.8829946157,4051731.7038122304,6.788051292200893e+20,1163.8029325071693,12258.93265472874,55906.360826271535,615023.637145009,3712366.677410428,-8.528629551708006e+19,671.989193051402,6595.499649276132,29841.323588634063,332445.32843001524,2015610.8340927523,3.3762029339022885e+20,-29.556251509143465,1870.698677601703,9742.547762457087,89634.97907891203,510787.97147443576,-4.358709885777312e+20,116.39948980342388,2524.0306405419196,12335.56299260437,126119.74399909077,748343.0505065304,-1.1621692399487064e+20,535.8012672187691,5655.324429669928,25458.555767737576,277810.57318738534,1659279.4436503944,1.8061387691283687e+20,362.08936334682886,3551.6137930469727,14722.36845214664,135079.02512547155,692263.1499843982,-1.721734566023169e+20,158.43127038961063,1046.9538812775409,2156.7375324078016,-23763.914543900642,-338533.4356586299,-2.628218404059322e+20,675.5394014631378,8721.82700642233,40577.04073902985,432697.38951010315,2592168.2351063616,-8.710221256464046e+19,866.4875773512035,10469.710884102944,48355.28305616214,519925.687681259,3121972.32330533,9.202684367295134e+16
sentinel_bio_100m_1b,effect_human_lives_sub_ext_100m_1b,human_life_years,False,894.7214657264292,2263.8630669376344,2408.8572477414755,1290.4533954258502,0.1734416931739438,0.0,842.2067921937586,2176.868438448894,2240.596636318514,871.7621369849596,-0.02564628746590371,0.0,445.8827838617234,1126.2777406669138,1197.484093067659,641.9908303623472,0.07085654331032916,0.0,141.88076039805762,523.3559490104296,261.226328767117,-440.5252092861733,-0.13108179715852783,0.0,160.70477524217378,553.4036600885083,344.701962170885,-49.299112084001735,-0.038823499794120406,0.0,369.8385517764497,975.712219684651,964.7698183450046,461.3028658865553,0.056145172313764716,0.0,265.0084066869536,683.4644124533193,647.8380554373053,290.43997040463836,0.036807303146372025,0.0,138.025423015293,324.56191047423766,273.62178079280596,100.22049648663129,0.014768170492244645,0.0,600.6963385304466,1686.227800829019,1499.5261829300011,222.35154066495346,-0.026216359431705565,0.0,721.6238456402091,1975.196577981978,1834.147143180482,396.772790481145,0.0,0.0
sentinel_bio_10m_100m,effect_human_lives_sub_ext_10m_100m,human_life_years,False,226.38069265627175,572.7301043612337,609.4217790046495,326.61056353963687,0.043521096636824796,0.0,212.9498482449055,550.5765691319201,566.8050801073903,220.97637179153094,-0.006596923556438506,0.0,112.87372416165013,285.4859334278899,302.89662718899643,162.76963540606536,0.017133402411070763,0.0,35.80140479147246,132.59809812884802,65.50456854453675,-111.39452434181842,-0.03371780795349184,0.0,40.58785511245962,139.8956207244298,86.92294046188273,-12.395991382535493,-0.009988781548470342,0.0,94.62803972435032,249.67681592116608,246.83413191112942,118.26236858965197,0.014114552932305098,0.0,72.32094253800494,186.82034324408755,177.77361881816168,80.44978621310702,0.00997625171285773,0.0,44.91570555096246,108.64128562408483,94.66835896553302,37.183253734666124,0.00513963192351625,0.0,151.83143401166603,426.2272029208163,378.8432365892172,56.08830011316301,-0.006743561590698369,0.0,182.42281955352996,499.22225951961553,463.52837727625683,100.15565572006076,0.0,0.0
sentinel_bio_1b_8b,effect_human_lives_sub_ext_1b_8b,human_life_years,False,1015.9099350170713,2569.4435163329376,2733.2962858295064,1464.023758129438,0.2205745210061961,0.0,975.407194562689,2508.2311515223646,2606.8480166718746,1053.7621246829037,-0.02780390436523799,0.0,506.7575980930644,1279.7985928710937,1357.2546024224634,729.8868955755482,0.1093589035452439,0.0,211.00211516612714,715.3472193090066,435.0966130123975,-445.84710079102575,-0.14210968184243605,0.0,209.98824514936908,713.0926488958545,456.27978971508475,-40.83006474976878,-0.04199928593955075,0.0,420.12334728997627,1108.0982468186935,1094.324102638729,523.7465814612698,0.0762776389779253,0.0,301.136338106387,776.7413056253129,734.5037141359059,329.803362991932,0.0519569592440636,0.0,156.64914984987885,368.51662369642,308.7701945036394,113.7334086589259,0.024366273885707893,0.0,731.4720150703029,2033.6586863273724,1841.725288338953,304.6083359409029,-0.028421936368487218,0.0,867.2867176769865,2353.963296291394,2220.7529484116703,503.25848520119456,0.0,0.0
longview_nuclear,effect_human_lives_extinction,human_life_years,False,1177.989574326852,11932.748479598105,57706.73323742924,666893.2264658042,4049587.6125876093,6.562409463965214e+20,983.6481637141201,10930.10275366848,53703.06239386537,614346.3146518453,3711914.237902579,-8.908731894402805e+19,582.0944423954753,5922.487669209946,28709.799046344866,331677.1258696304,2012848.1593438461,2.998520337469873e+20,-77.82828739636403,1461.405111374028,9242.550120114993,90664.67840514796,516891.1505024213,-4.55298038801923e+20,72.95847197838441,2085.8472976375997,11758.243277342828,126647.70658524253,752087.9277607703,-1.2210919066412348e+20,454.0677872130894,5022.34638828077,24476.66540322973,277285.00862821355,1657919.8537331158,1.6389677194830116e+20,305.5817842720215,3152.479664620964,14181.336980701706,134845.30523447093,691500.6068345078,-1.842732799502016e+20,132.85760874399492,938.9758774807392,2132.049189420373,-23721.88335324974,-338944.3220563787,-2.7486548546965845e+20,531.3125476303825,7605.2634726636825,38884.03527392701,433332.04467434937,2598903.747684874,-9.098722602184484e+19,697.2716811090581,9191.872881713962,46372.84542295804,520427.35220876796,3128685.049943305,9.253384515424203e+16
longview_nuclear_100m_1b,effect_human_lives_sub_ext_100m_1b,human_life_years,False,771.4892099720192,2134.4014105974247,2542.118281898796,1409.7976696736077,0.262045382716317,0.0,718.7918585644469,2048.0682277044466,2373.983090952109,983.3667278789612,-0.04407166756291673,0.0,384.3285241155461,1061.800164916155,1264.1013483037614,701.390508454027,0.08575871246464989,0.0,94.08727239937393,474.5568033876168,313.0560639439514,-436.4830590513236,-0.22525651697543891,0.0,116.58696406665155,502.2066489316763,390.1146565107909,-41.335669266626326,-0.06675433117059915,0.0,311.6513249523637,913.4793630830886,1026.0695979931659,506.5545771371923,0.07899540287462767,0.0,222.44591929996176,639.5704349132357,690.1541369766442,319.47879238276,0.04783061877850694,0.0,115.31371448993295,304.23992109768665,292.1982417228503,110.77506298715019,0.012547241007851033,0.0,489.8538609059212,1571.0000925404797,1619.4810712857713,287.6707502365808,-0.045051303395087776,0.0,596.5361558190598,1845.9512123381135,1970.0969874725024,479.2080684216815,0.0,0.0
longview_nuclear_10m_100m,effect_human_lives_sub_ext_10m_100m,human_life_years,False,195.18570097313338,540.033498863743,643.0226696892062,356.878282492179,0.06650864016724108,0.0,181.7107812028297,518.0009492620404,600.4588449941169,249.5325900665977,-0.011942862291371939,0.0,97.23267854454353,269.2165040938401,319.6890552294056,177.8860785282225,0.018737191001753327,0.0,23.66241087759433,120.28177654930498,78.6244900262872,-110.39156393997686,-0.06104165581280103,0.0,29.42812479444528,126.9702444509056,98.39748816312252,-10.373164006994909,-0.018100214374691875,0.0,79.73298789812955,233.80384302824987,262.4556933321213,129.88782727372492,0.019564257383144032,0.0,60.73923539257668,174.89369444777697,189.29460673418174,88.49358956137701,0.012681117348670272,0.0,37.56842693705236,101.81829100653661,101.00408652575872,41.044748932374624,0.004685393659402779,0.0,123.79275710505145,397.1185578784234,409.14524334390404,72.579322619368,-0.012208331162560204,0.0,150.7892351034319,466.5725819950216,497.8670178478381,120.97243726524694,0.0,0.0
longview_nuclear_1b_8b,effect_human_lives_sub_ext_1b_8b,human_life_years,False,876.0495569015173,2422.7416888896246,2884.1634380667497,1599.594233424303,0.3451525477623438,0.0,834.6919165069249,2361.707609564386,2758.4233217161554,1184.3476794380967,-0.04395028277171564,0.0,436.8942601957087,1206.6977848001422,1432.7280256076638,797.3176258455229,0.16935141667548118,0.0,151.32297836122586,654.2862377582842,500.0864935950571,-433.94928687298625,-0.22463610216493243,0.0,154.2110459345363,648.1398479508389,513.727473509943,-29.57128739265387,-0.06629460505839116,0.0,354.0575573808316,1037.524466746839,1163.7750073658108,575.1364563669952,0.11858849743766559,0.0,252.76913924184294,726.8958741805664,782.494553941942,362.75900360765496,0.07929932398974857,0.0,130.86644789849433,345.448833883672,329.8116849895971,125.6459130460743,0.03498833755414305,0.0,600.2399266752142,1897.3606639000218,1983.7847682682204,386.1605218428922,-0.04492722043298649,0.0,720.7185055652964,2202.7073494882166,2380.051492215034,604.4266918840772,0.0,0.0
longview_ai,effect_human_lives_extinction,human_life_years,True,175.22479789622372,1245.9469823829997,5142.275403243418,56179.810190008044,340538.8371709692,5.730869193794754e+19,133.19297598340384,1059.055919015487,4434.166945484183,47221.94656179159,283623.04101323464,-4.065656092815478e+19,-354.7076061812072,-2509.488198766717,-10365.189052636297,-113537.5477471229,-688482.9358812519,-1.0531768901942342e+20,-513.0787747078946,-3390.4135323726505,-13873.804899341332,-154427.203972247,-940592.779407325,-2.0779404996193894e+20,-129.46369791923422,-776.2655645602474,-3117.9500252893686,-35404.244743804695,-216581.4226676935,-6.08060051105307e+19,-57.889198851833235,-433.8442620536996,-1849.8682728393494,-21293.697329471466,-133615.74541427652,-3.374554794634732e+19,-96.12197006257267,-769.9357988319051,-3440.9425854972665,-42481.14098480799,-278582.0680216673,-8.494826746599381e+19,-141.19769122708132,-1161.1163352198664,-5251.677052208985,-65335.65462194037,-427911.76470491523,-9.820669339844338e+19,28.6330967772906,448.4983827490191,1978.3632786158196,19062.67300876309,111302.34191398312,-4.155276993557537e+19,127.96618273682122,1042.0954203027743,4369.148397928039,46237.02146035174,277591.81715704966,7408316706973552.0
longview_ai_100m_1b,effect_human_lives_sub_ext_100m_1b,human_life_years,True,247.01359325341386,467.4229455380822,484.2300832844905,265.37518637530763,0.03381955065075358,0.0,220.61682862060042,428.36944099791486,410.50714747311997,99.34388667162736,-0.026400113099092765,0.0,-497.01653360720155,-941.6858050578847,-976.3522363248234,-537.020331669942,-0.07178090174561752,0.0,-658.3190321063911,-1213.077878624182,-1367.039570884351,-937.9364964160033,-0.13493470642946848,0.0,-151.58168636416747,-262.36379143542445,-342.9538678233995,-253.25168368660422,-0.040443922770495674,0.0,-81.6102463976494,-158.32929610033736,-160.76872452321734,-85.93969704244533,-0.01123127981016695,0.0,-135.76956412190856,-268.9234840724568,-277.0902142145829,-150.99967205919614,-0.018078582302926305,0.0,-200.19940808965256,-400.2139037771828,-412.29452553609605,-224.1184993181238,-0.02598905185486452,0.0,102.24957883692686,227.3528867682251,126.00893063383012,-117.70513406265323,-0.026986941285893695,0.0,216.89839431481195,426.6346724877033,388.90633596004636,84.66127116256756,0.0,0.0
